ID,label,key_Region Id,key_MarketPlace Id,key_ASIN,key_Binding Code,key_binding_description,key_brand_code,key_case_pack_quantity,key_classification_code,key_classification_description,key_color_map,key_country_of_origin,key_cpsia_cautionary_statement,key_creation_date,key_currency_code,key_customer_return_method,key_customer_return_policy,key_delivery_option,key_discontinued_date,key_ean,key_esrb_age_rating,key_esrb_descriptors,key_excluded_direct_browse_node_id,key_fedas_id,key_fma_qualified_price_max,key_fma_override,key_Product Group Code,key_Product Group Description,key_has_ean,key_has_online_play,key_has_platform,key_has_recommended_browse_nodes,key_has_upc,key_inner_package_type,key_is_adult_product,key_is_advantage,key_is_certified_organic,key_is_conveyable,key_is_discontinued,key_is_manufacture_on_demand,key_is_phone_upgradeable,key_Is Sortable,key_is_super_saver_shipping_excl,key_isbn,key_item_classification_id,key_item_display_diameter,key_item_display_height,key_item_display_length,key_item_display_length_uom,key_item_display_volume,key_item_display_volume_uom,key_item_display_weight,key_item_display_weight_uom,key_item_display_width,key_item_height,key_item_length,key_item_name,key_item_package_quantity,key_item_weight,key_item_width,key_language_code,key_manufacturer_name,key_manufacturer_sku,key_manufacturer_vendor_code,key_max_weight_recommendation,key_mfg_series_number,key_min_weight_recommendation,key_model_number,key_monthly_recurring_charge,key_number_of_items,key_number_of_licenses,key_number_of_pages,key_number_of_points,key_ordering_channel,key_preferred_vendor,key_product_sample_received_day,key_product_type,key_product_type_id,key_program_member,key_program_member_code,key_publication_date,key_publication_day,key_publication_month,key_publication_year,key_publisher,key_publisher_code,key_publisher_studio_label,key_recall_description,key_recall_external_identifier,key_recall_notice_expiration_date,key_recall_notice_publication_date,key_recall_notice_receive_date,key_target_gender,key_unit_count,key_upc,key_variation_theme_description,key_variation_theme_id,key_video_game_region,key_video_game_region_description,key_wireless_provider,key_wireless_provider_code,key_pkg_dimensional_uom,key_pkg_height,key_pkg_length,key_pkg_weight,key_pkg_weight_uom,key_pkg_width,key_release_date_embargo_level,key_dw_creation_date,key_dw_last_updated,key_is_deleted,key_last_updated,key_version,key_external_testing_certification,cand_Region Id,cand_MarketPlace Id,cand_ASIN,cand_Binding Code,cand_binding_description,cand_brand_code,cand_case_pack_quantity,cand_classification_code,cand_classification_description,cand_color_map,cand_country_of_origin,cand_cpsia_cautionary_statement,cand_creation_date,cand_currency_code,cand_customer_return_method,cand_customer_return_policy,cand_delivery_option,cand_discontinued_date,cand_ean,cand_esrb_age_rating,cand_esrb_descriptors,cand_excluded_direct_browse_node_id,cand_fedas_id,cand_fma_qualified_price_max,cand_fma_override,cand_Product Group Code,cand_Product Group Description,cand_has_ean,cand_has_online_play,cand_has_platform,cand_has_recommended_browse_nodes,cand_has_upc,cand_inner_package_type,cand_is_adult_product,cand_is_advantage,cand_is_certified_organic,cand_is_conveyable,cand_is_discontinued,cand_is_manufacture_on_demand,cand_is_phone_upgradeable,cand_Is Sortable,cand_is_super_saver_shipping_excl,cand_isbn,cand_item_classification_id,cand_item_display_diameter,cand_item_display_height,cand_item_display_length,cand_item_display_length_uom,cand_item_display_volume,cand_item_display_volume_uom,cand_item_display_weight,cand_item_display_weight_uom,cand_item_display_width,cand_item_height,cand_item_length,cand_item_name,cand_item_package_quantity,cand_item_weight,cand_item_width,cand_language_code,cand_manufacturer_name,cand_manufacturer_sku,cand_manufacturer_vendor_code,cand_max_weight_recommendation,cand_mfg_series_number,cand_min_weight_recommendation,cand_model_number,cand_monthly_recurring_charge,cand_number_of_items,cand_number_of_licenses,cand_number_of_pages,cand_number_of_points,cand_ordering_channel,cand_preferred_vendor,cand_product_sample_received_day,cand_product_type,cand_product_type_id,cand_program_member,cand_program_member_code,cand_publication_date,cand_publication_day,cand_publication_month,cand_publication_year,cand_publisher,cand_publisher_code,cand_publisher_studio_label,cand_recall_description,cand_recall_external_identifier,cand_recall_notice_expiration_date,cand_recall_notice_publication_date,cand_recall_notice_receive_date,cand_target_gender,cand_unit_count,cand_upc,cand_variation_theme_description,cand_variation_theme_id,cand_video_game_region,cand_video_game_region_description,cand_wireless_provider,cand_wireless_provider_code,cand_pkg_dimensional_uom,cand_pkg_height,cand_pkg_length,cand_pkg_weight,cand_pkg_weight_uom,cand_pkg_width,cand_release_date_embargo_level,cand_dw_creation_date,cand_dw_last_updated,cand_is_deleted,cand_last_updated,cand_version,cand_external_testing_certification
13974,0,1,1,B00HD3T1QQ,toy,Toy,VTEE9,2,base_product,Base Product,Multicolor,,,17-Dec-13,USD,,,,,66861205664,,,,,32.62,,21,gl_toy,Y,N,N,Y,Y,,N,N,,Y,N,N,,Y,,,1,,,,,,,,,,6.22,6.22,VTech Busy Learners Activity Cube,1,1.85,6.46,en_US,V Tech,,VTED9,,,,80-150500,,,,,,toy_ordering_channel,,,TOYS_AND_GAMES,6335,,,,,,,,VTED9,V Tech,,,,,,unisex,,66861205664,ITEM_PACKAGE_QUANTITY,14,,,,,inches,6.889763773,9.842519675,1.856292246,pounds,9.842519675,,9-Jan-14,9-Mar-18,N,8-Mar-18,7788,,1,1,B00TH0NN12,toy,Toy,VTEDB,6,base_product,Base Product,,,,11-Feb-15,USD,,,,,3.42E+12,,,6104954011,,23.79,,21,gl_toy,Y,N,N,N,N,,,N,,Y,N,N,,Y,,,1,,,,,,,,,,1.8,7.3,VTech Baby Lil' Critters Sing and Smile Teether,1,0.55,4.9,en_US,V Tech,,VTED9,,,,80-165600,,,,,,toy_ordering_channel,,,TOYS_AND_GAMES,6335,,,,,,,,VTED9,V Tech,,,,,,,,,,,,,,,inches,2.799999997,7.899999992,0.55,pounds,6.599999993,,12-Feb-15,7-Apr-17,N,6-Apr-17,153,
44991,1,1,1,B00B596VB2,toy,Toy,BANEX,24,base_product,Base Product,,,no_warning_applicable,19-Apr-13,USD,,,direct_ship,,5.43E+11,,,,,48.43,,21,gl_toy,Y,N,N,N,Y,,N,N,,Y,N,N,,Y,,,1,,,,,,,0.44,pounds,,5.5,2,"Bandai Hobby #11 RG Destiny Gundam Model Kit, 1/144 Scale",1,0.9,3,en_US,Bluefin Distribution Toys,,BLVAO,,,,BAN181595,,1,,,,toy_ordering_channel,,10-Apr-14,TOYS_AND_GAMES,6335,,,,,,,,BLVAO,Bluefin Distribution Toys,,,,,,male,,5.43E+11,,,,,,,inches,3.543307083,12.40157479,0.947978051,pounds,7.677165347,,19-Apr-13,10-Mar-18,N,9-Mar-18,21270,,1,1,B00EOEB95S,toy,Toy,BANEX,20,base_product,Base Product,multi-colored,,choking_hazard_small_parts,26-Aug-13,USD,,,,,7.83E+11,,,,,57.23,,21,gl_toy,Y,N,N,N,Y,,N,N,,Y,N,N,,Y,,,1,,,,,,,0.13,kilograms,,5,2,Bandai Hobby #14 RG Strike Freedom Model Kit (1/144 Scale),1,,2,en_US,Bandai Hobby,,BLVAO,,,,BAN185139,,1,,,,toy_ordering_channel,,1-Jul-14,TOYS_AND_GAMES,6335,,,,,,,,BLVAO,Bandai Hobby,,,,,,male,,7.83E+11,,,,,,,inches,3.543307083,12.28346455,0.970024052,pounds,7.716535425,,5-Nov-13,2-Mar-18,N,1-Mar-18,24456,
9757,0,1,1,B00R6IW7D2,lawn_and_garden,Lawn & Patio,,,base_product,Base Product,,,no_warning_applicable,18-Dec-14,USD,,,,,7.18E+11,,,,,169.01,,86,gl_lawn_and_garden,Y,N,N,N,Y,,,N,,Y,N,N,,Y,,,1,,,,,,,,,,1,120,Replacement Canopy for Walmart's DC America Gazebo - RipLock 350 - Beige,1,,120,en_US,Garden Winds,,,,,,LCM508B-RS,,1,,,,lawn_and_garden_ordering_channel,,,OUTDOOR_LIVING,6420,,,,,,,,,Garden Winds,,,,,,,,7.18E+11,,,,,,,inches,3.249999997,14.49999999,5.899570131,pounds,12.74999999,,19-Dec-14,7-Feb-18,N,6-Feb-18,183,,1,1,B00HLSH4K8,kitchen,Kitchen,,,base_product,Base Product,,,,30-Dec-13,USD,,,,,7.59E+11,,,,,72.95,,86,gl_lawn_and_garden,Y,N,N,N,Y,,,N,,Y,N,N,,Y,,,1,,,,,,,,,,,,New MTN Gearsmith 10'x10' 2-Tiered Replacement Garden Gazebo Canopy Top Sun Shade - Burgundy,1,,,en_US,MTN-Outdoor,,,,,,Can0py-2T-GY012(10X10)-Burgundy,,,,,,,,,HOME,953,,,,,,,,,MTN-Outdoor,,,,,,,,7.59E+11,,,,,,,,,,,,,,31-Dec-13,28-Jun-17,N,27-Jun-17,33,
34339,1,1,1,B0007XNNW2,home_improvement,Tools & Home Improvement,STFL7,4,base_product,Base Product,,,no_warning_applicable,2-Mar-05,USD,,,,,7.26E+12,,,,,24.72,,469,gl_tools,Y,N,N,N,Y,,,N,,Y,N,N,,Y,,,1,,,,,,,0.7,pounds,,0.8,10,Stanley FatMax 89-874 8-Inch Curved Jaw Cable Cutter,1,,3.3,en_US,Stanley,,STAZ9,,,,89-874,,1,,,,home_improvement_ordering_channel,,14-Feb-07,TOOLS,955,,,,,,,,STAZ9,Stanley,,,,,,,,7.88E+11,,,,,,,inches,0.499999999,9.901574793,0.700011774,pounds,2.999999997,,4-Jan-11,8-Jan-18,N,7-Jan-18,2975,,1,1,B01LPFCECK,miscellaneous,Misc.,,,base_product,Base Product,blue,,,7-Sep-16,USD,,,,,,,,,,,,469,gl_tools,N,N,N,Y,N,,,N,,Y,N,N,,N,,,1,,,,,,,,,,,,"Yescom Leverage Wire Cable Cutter w/ 16.73"" Iron Handle Rubber Grips for Aluminum Soft Copper Wire Cutting",1,,,en_US,Yescom,,,,,,,,1,,,,,,,TOOLS,955,,,,,,,,,Yescom,,,,,,,,,SIZE_NAME,24,,,,,inches,1.699999998,21.29999998,3.999999997,pounds,6.299999994,,7-Sep-16,1-Nov-17,N,1-Nov-17,54,
25532,1,1,1,B00EWCUK1Q,consumer_electronics,Electronics,,2,base_product,Base Product,,,no_warning_applicable,31-Aug-13,USD,,standard,,,7.38E+11,,,,,234.44,,23,gl_electronics,Y,N,N,N,Y,,,N,N,Y,N,N,,Y,,,1,5,,,,,,,,,6.36,4.69,Original Sonos Play:1 - Compact Wireless Speaker for streaming music. Compatible with Alexa devices for voice control. (metallic black),1,4.078551847,4.69,en_US,Sonos,,SNOS9,,,,PLAY1US1BLK,,1,,,,ce_ordering_channel,,22-Jun-15,SPEAKERS,658,,,,,,,,SNOS9,Sonos,,,,,,,,8.78E+11,,,,,,,inches,6.899999993,16.79999998,5.14999844,pounds,8.899999991,,31-Aug-13,9-Mar-18,N,9-Mar-18,33336,Works with Alexa,1,1,B018SBLTCU,consumer_electronics,Electronics,,1,base_product,Base Product,Off-white,,,1-Dec-15,USD,,,,,7.64E+12,,,,,49.29,,23,gl_electronics,Y,N,N,N,N,,,N,,Y,N,N,,Y,,,1,,,,,,,,,,5.196850388,10.43307086,ColorYourSound 'White Cotton' for Sonos Play:3,1,0.330693393,6.299212592,en_US,ColorYourSound Ltd.,,CP6B9,,,,cysdep301315,,,,,,,,,SPEAKERS,658,,,,,,,,,ColorYourSound Ltd.,,,,,,,,,,,,,,,inches,2.440944879,4.409448814,0.352736019,pounds,4.094488185,,2-Dec-15,2-Aug-17,N,1-Aug-17,27,
20154,1,1,1,B00006IF1T,office_product,Office Product,SMEEA,5,base_product,Base Product,,,,8-Aug-02,USD,,,in_store,,6.82E+11,,,1063306,,34.12,,229,gl_office_product,Y,N,Y,Y,Y,,,N,,Y,N,N,,Y,N,,1,,,2.75,inches,,,8.15,pounds,,2.69,12.69,"Smead File Folder, 1/3-Cut Tab, Letter Size, Assorted Colors, 100 per Box, (11948)",1,7.15,10.38,en_US,Smead,,SMEAA,,,,11948,,1,,,,office_product_ordering_channel,,8-Nov-08,OFFICE_PRODUCTS,3523,,,27-Oct-08,27,10,2008,,SMEAA,Smead,,,,,,,100,6.82E+11,,,,,,,inches,2.399999998,12.59999999,5.95,pounds,10.29999999,,4-Jan-11,10-Mar-18,N,9-Mar-18,11379,,1,1,B001Q4FQU8,office_product,Office Product,SMEAA,20,base_product,Base Product,,,,19-Jan-09,USD,,,,,8.00E+11,,,,,21.76,,229,gl_office_product,Y,N,N,Y,Y,,,N,,Y,N,N,,Y,N,,1,,0.3,11.3,inches,,,1.6,pounds,9.5,9.5,0.25,"Smead Organizer File Folder, 1/3-Cut Tab, Letter Size, Assorted Colors, 3 per Pack (85785)",1,0.035625,11.5,en_US,Smead,,SMEAA,,,,85785,,1,,,,office_product_ordering_channel,,,OFFICE_PRODUCTS,3523,,,8-Nov-11,8,11,2011,,SMEAA,Smead,,,,,,,3,8.09E+11,SIZE_NAME,24,,,,,inches,0.4,11.49999999,0.45,pounds,9.199999991,,4-Jan-11,19-Mar-18,N,18-Mar-18,3543,
19028,1,1,1,B00NNSMD74,jewelry,Jewelry,,,base_product,Base Product,,,,17-Sep-14,USD,,,,,7.03E+11,,,,,18.43,,197,gl_jewelry,Y,N,N,N,Y,,,N,,Y,N,N,,Y,,,1,,,,,,,,,,,,"New Fashion Jewelry 18k Gold Plated Powerful Men's Bracelet Retro Wristband Chain Link Bangle, 7.28 Inch Length",1,,,en_US,OPK,,,,,,,,,,,,,,,FASHIONNECKLACEBRACELETANKLET,1134,,,,,,,,,OPK,,,,,,,,7.03E+11,,,,,,,inches,1.599999998,3.499999996,0.15,pounds,3.399999997,,18-Sep-14,30-Dec-17,N,30-Dec-17,83,,1,1,B015WC40A6,jewelry,Jewelry,,,base_product,Base Product,,,,28-Sep-15,USD,,,,,,,,,,,,197,gl_jewelry,N,N,N,N,N,,,N,,Y,N,N,,Y,,,1,,,,,,,,,,,,iNewcow Fashion Jewelry 18k Gold Plated Bracelets Carved Dragon Bangle For Men Women,,,,en_US,iNewcow,,,,,,BH-149-43,,,,,,,,,FASHIONNECKLACEBRACELETANKLET,1134,,,,,,,,,iNewcow,,,,,,,,,,,,,,,inches,0.699999999,4.299999996,0.022046001,pounds,3.599999996,,29-Sep-15,11-Oct-15,N,10-Oct-15,7,
45032,0,1,1,B00O1F5D20,lawn_and_garden,Lawn & Patio,,,base_product,Base Product,,,,30-Sep-14,USD,,,,,7.01E+11,,,3742161,,31.78,,86,gl_lawn_and_garden,Y,N,N,N,Y,,,N,,Y,N,N,,Y,,,1,,,,,,,,,,1.1,15,"Hongso PPZ681 (4-pack) Porcelain Steel Heat Plates, Heat Shield, Heat Tent, Burner Cover, and Flavorizer Bar for Charbroil, Kenmore Sears, K-Mart, Nexgrill, Tera Gear Model Grills (15"" x 4 5/8"")",4,,4.6,en_US,Hongso,,,,,,PPZ681-4,,,,,,,,,OUTDOOR_LIVING,6420,,,,,,,,,Hongso,,,,,,,,7.01E+11,MATERIAL_TYPE,16,,,,,inches,2.799999997,13.89999999,2.4,pounds,4.799999995,,30-Sep-14,13-Feb-18,N,13-Feb-18,230,,1,1,B00VCHON2G,lawn_and_garden,Lawn & Patio,,,base_product,Base Product,,,,29-Mar-15,USD,,,,,8.10E+11,,,,,30.49,,86,gl_lawn_and_garden,Y,N,N,N,Y,,,N,,Y,N,N,,Y,,,1,,,,,,,,,,,,Set of Four Porcelain Coated Steel Heat Plates for Gas Grill Model Master Forge 1010037,,,,en_US,Brinkmann,,,,,,,,,,,,,,,OUTDOOR_LIVING,6420,,,,,,,,,Brinkmann,,,,,,,,8.10E+11,,,,,,,,,,,,,,29-Mar-15,5-Mar-17,N,4-Mar-17,25,
27188,1,1,1,B001TK3DLS,office_product,Office Product,VTEH9,8,base_product,Base Product,,,no_warning_applicable,20-Feb-09,USD,,,in_store,,7.55E+11,,,705361011,,26.69,,229,gl_office_product,Y,N,N,N,Y,,,N,,Y,N,N,,Y,,,1,,5,5,inches,,,3.15,pounds,5,7,10,"AT&T TR1909B Trimline Corded Phone with Caller ID, Black",1,2,6,en_US,AT&T,,VTEH9,,,,TR1909BK,,1,,,,office_product_ordering_channel,,10-Feb-10,PHONE,647,,,,,,,,VTEH9,AT&T,,,,,,,,7.55E+11,SIZE_NAME/COLOR_NAME,66,,,,,inches,3.299999997,8.399999991,1,pounds,4.399999996,,4-Jan-11,10-Mar-18,N,9-Mar-18,28975,,1,1,B0000636XB,office_product,Office Product,SOAY9,1,base_product,Base Product,,,,20-Feb-02,USD,,,,,14337901312,,,172532,,,,229,gl_office_product,Y,N,N,N,Y,,,N,,Y,N,N,,Y,,,1,,,,,,,,,,,,Southwestern Bell FM2552 Trimline Corded Phone with Caller ID (Black),1,,,en_US,SOUTHWESTERN BELL,,SOUB9,,,,FM2552BL,,,,,,office_product_ordering_channel,,,PHONE,647,,,,,,,,SOUB9,SOUTHWESTERN BELL,,,,,,,,14337901312,,,,,,,inches,3.099999997,8.899999991,1.05,pounds,3.799999996,,4-Jan-11,6-Jan-18,N,5-Jan-18,1207,
11232,0,1,1,B0148O65IE,home_improvement,Tools & Home Improvement,BOSKN,12,base_product,Base Product,,,no_warning_applicable,21-Aug-15,USD,,,,,52575049977,,,,,281.06,,60,gl_home_improvement,Y,N,N,N,Y,,,N,,Y,N,N,,N,,,1,,,,,,,,,,13.75,13.75,Bosch Tronic 3000 T 4-Gallon Electric Mini-Tank Water Heater,1,17.3,13.5,en_US,Bosch Thermotechnology Corporation,,COOX7,,,,ES4 Tronic 3000 T,,1,,,,home_improvement_ordering_channel,,,PLUMBING_FIXTURE,27752,,,,,,,,COOX7,Bosch Thermotechnology Corporation,,,,,,,,52575049977,,,,,,,inches,14.59999999,18.59999998,23.04999998,pounds,15.99999998,,22-Aug-15,4-Nov-17,N,3-Nov-17,1293,,1,1,B001LPE8HE,home_improvement,Tools & Home Improvement,RAPIM,48,base_product,Base Product,,,,20-Nov-08,USD,,,,,94084503007,,,,,17.53,,469,gl_tools,Y,N,N,Y,Y,,,N,,Y,N,N,,Y,,,1,,1,6,inches,,,1,pounds,3,1,6,Rapidair 50300 Elbow Fitting with 1/2-Inch Tubing,1,0.02,3,en_US,Rapidair,,RAPK4,,,,50300,,1,,,,home_improvement_ordering_channel,,,TOOLS,955,,,,,,,,RAPK4,Rapidair,,,,,,,,94084503007,,,,,,,inches,1.999999998,2.699999997,0.022046001,pounds,1.999999998,,4-Jan-11,22-Mar-18,N,21-Mar-18,949,
11736,0,1,1,B00FLFN3OO,kitchen,Kitchen,,,base_product,Base Product,,,,3-Oct-13,USD,,non_returnable,,,7.94E+11,,,,,14.77,,79,gl_kitchen,Y,N,N,N,Y,,,N,,Y,N,N,,Y,,,1,,2,4,inches,,,0.28,pounds,3.75,2,4,"Royal Premium 3.5"" BAMBOO PADDLE PICK Set of 100",1,0.22,3.75,en_US,Royal,,,,,,SYNCHKG056178,,100,,,,kitchen_ordering_channel,,,KITCHEN,6419,,,,,,,,FBAHO,Royal,,,,,,,,7.94E+11,,,,,,,inches,3.799999996,14.29999999,2.449335731,pounds,4.099999996,,3-Oct-13,21-Mar-18,N,20-Mar-18,382,,1,1,B00J8HANLC,health_and_beauty,Health and Beauty,VANII,1,base_product,Base Product,,,,25-Mar-14,USD,,,,,90581802070,,,228013,,42.59,,121,gl_drugstore,Y,N,N,Y,Y,,N,N,,Y,N,N,,Y,,,1,,,,,,,,,,5.75,10.812,"Vanity Fair Entertain Beverage Napkins, 480 Count Paper Napkins (12 Packs of 40 Napkins) (Packaging Design May Vary)",1,,9.94,en_US,Vanity Fair,,GEPS5,,,,,,1,,,,kitchen_ordering_channel,,12-Apr-14,HEALTH_PERSONAL_CARE,1203,,,28-Mar-14,28,3,2014,,GEPS5,Vanity Fair,,,,,,,480,90581802070,ITEM_PACKAGE_QUANTITY,14,,,,,inches,6.299999994,11.09999999,1.159631498,pounds,10.39999999,,26-Mar-14,25-Mar-18,N,25-Mar-18,1204,
2004,1,1,1,B002ZHRTAK,miscellaneous,Misc.,PFSH9,6,base_product,Base Product,green,,,2-Dec-09,USD,,,,,80313081170,,,,,61.43,,199,gl_pet_products,Y,N,N,N,Y,,,N,,Y,N,N,,N,,,1,,0,0,inches,,,,,0,0.5,25,"PetZoom Pet Park Indoor Pet Potty, 25"" x 20"" x 0.5""",1,3.5,20,en_US,PetZoom,,EMSON,,,,8117,,1,,,,kitchen_ordering_channel,,23-Apr-10,PET_SUPPLIES,937,,,,,,,,EMSON,PetZoom,,,,,,,,80313081170,,,,,,,inches,1.899999998,26.99999997,4.749951515,pounds,21.99999998,,4-Jan-11,7-Apr-17,N,7-Apr-17,3694,,1,1,B0073Z7ZKS,miscellaneous,Misc.,,1,base_product,Base Product,,,,1-Feb-12,USD,,,in_store,,48081005002,,,3024225011,,45.22,,199,gl_pet_products,Y,N,N,N,Y,,,N,,Y,N,N,,N,,,1,,,,,,,5,pounds,,1.25,22.875,"Prevue Pet Products Tinkle Turf for Small Dog Breeds, 23-Inch by 16-Inch",1,3.5,16.125,en_US,"Prevue Pet Products, Inc.",,PREVF,,,,500,,1,,,,kitchen_ordering_channel,,13-Mar-12,PET_SUPPLIES,937,,,,,,,,PREVF,"Prevue Pet Products, Inc.",,,,,,,,48081005002,SIZE_NAME,24,,,,,inches,2.399999998,24.79999997,4.049999997,pounds,17.39999998,,1-Feb-12,9-Oct-17,N,8-Oct-17,3040,
46235,0,1,1,B00Y44HKQ0,office_product,Office Product,,,base_product,Base Product,,,,23-May-15,USD,,,,,6.96E+12,,,,,15.45,,201,gl_home,Y,N,N,N,N,,,N,,Y,N,N,,Y,,,1,,,,,,,,,,,,Honbay Silver Chrome Color Swivel Eye Lobster Snap Clasp Hook for Key Ring 38x16mm,1,,,en_US,Honbay,,,,,,,,,,,,,,,ART_AND_CRAFT_SUPPLY,32514,,,,,,,,,Honbay,,,,,,,,,COLOR,2,,,,,inches,0.3,6.999999993,0.35,pounds,3.999999996,,23-May-15,14-Oct-17,N,13-Oct-17,174,,1,1,B0178CSX5Q,,,,,base_product,Base Product,,,,27-Oct-15,USD,,,,,7.91E+11,,,,,15.96,,201,gl_home,Y,N,N,N,Y,,,N,,Y,N,N,,Y,,,1,,,,,,,,,,,,"1"" (25mm) Nickel Plated Silver Steel Round Edged Split Circular Keychain Ring Clips for Car Home Keys Organization, Arts & Crafts, Lanyards (100 Pack)",100,,,en_US,Super Z Outlet®,,,,,,SZ152,,,,,,,,,ART_AND_CRAFT_SUPPLY,32514,,,,,,,,,Super Z Outlet®,,,,,,,,7.91E+11,,,,,,,inches,1.199999999,6.999999993,0.45,pounds,3.899999996,,28-Oct-15,29-Sep-17,N,29-Sep-17,258,
35512,0,1,1,B015XBUO42,miscellaneous,Misc.,,,base_product,Base Product,,,,29-Sep-15,USD,,,,,,,,,,43.27,,469,gl_tools,N,N,N,N,N,,,N,,Y,N,N,,Y,,,1,,,,,,,,,,,,3(PCS)10.8V 1500mAh Li-ion Rechargeable Lithium Battery for Makita BL1013,1,,,en_US,Easybuy Tech,,,,,,,,,,,,,,,TOOLS,955,,,,,,,,,Easybuy Tech,,,,,,,,,,,,,,,,,,,,,,29-Sep-15,31-Dec-16,N,30-Dec-16,42,,1,1,B018K7IATM,miscellaneous,Misc.,,,base_product,Base Product,,,,26-Nov-15,USD,,,,,7.47E+11,,,165793011,,89.79,,469,gl_tools,Y,N,N,N,Y,,,N,,Y,N,N,,Y,,,1,,,,,,,,,,2.36,1.97,2Packs 18V 4000mAh Replace Battery for Makita BL1830 BL1840 BL1815 194205-3 Lxt-400,2,2.65,2.36,en_US,Novcor,,,,,,BL1840-2Packs,,,,,,,,,TOOLS,955,,,,,,,,,Novcor,,,,,,,,7.47E+11,SIZE_NAME,24,,,,,inches,3.899999996,7.799999992,3.149999997,pounds,5.499999994,,27-Nov-15,31-Jan-18,Y,31-Jan-18,96,
26718,0,1,1,B00FHT8CEK,home_improvement,Tools & Home Improvement,ROOA7,4,base_product,Base Product,Multi,,choking_hazard_small_parts,28-Sep-13,USD,,,,,8.85E+11,,,166809011,,22.94,,60,gl_home_improvement,Y,N,N,Y,Y,,N,N,,Y,N,N,,Y,,,1,,0.2,1.25,inches,,,0.31,pounds,10.8,0,18,"RoomMates RMK2404SCS Bubble Guppies Peel and Stick Wall Decals, 1-Pack",1,0.35,10,en_US,RoomMates,,YORA9,,,,RMK2404SCS,,1,,,,home_improvement_ordering_channel,,27-Jan-16,BUILDING_MATERIAL,27713,,,,,,,,YORA9,RoomMates,,,,,,unisex,,8.85E+11,COLOR_NAME,8,,,,,inches,1.099999999,10.49999999,0.35,pounds,4.799999995,,29-Sep-13,15-Feb-18,N,14-Feb-18,4183,,1,1,B00O5H8H0Y,toy,Toy,AMSDD,1,base_product,Base Product,,,choking_hazard_balloon,3-Oct-14,USD,,non_returnable,,,93807120217,,,,,22.07,,21,gl_toy,Y,N,N,N,Y,,N,N,,Y,N,N,,Y,,,1,,,,,,,0.2268,kilograms,,1.6,12,"Aqua Awesome Bubble Guppies Birthday Party Favors Mega Mix Value Pack (48 Piece), Multicolored",1,,8.5,en_US,Amscan,,AMSQ9,,,,394631,,,,,,toy_ordering_channel,,19-May-16,TOYS_AND_GAMES,6335,,,,,,,,AMSQ9,Amscan,,,,,,unisex,1,93807120217,,,,,,,inches,0.699999999,11.49999999,0.2,pounds,8.199999992,,4-Oct-14,22-Mar-18,N,21-Mar-18,867,
38780,1,1,1,B00NEMUSG2,home,Home,,,base_product,Base Product,Blue,,,8-Sep-14,USD,,,,,7.96E+11,,,,,15.8,,201,gl_home,Y,N,N,Y,Y,,,N,,Y,N,N,,Y,,,1,,,,,,,,,,3.75,2.75,Disney Frozen Elsa 2014 Christmas Heirloom Ornament,1,,3,en_US,Hallmark,,,,,,QXD6166,,,,,,,,,HOME,953,,,,,,,,,Hallmark,,,,,,,,7.96E+11,,,,,,,inches,3.599999996,6.399999993,0.35,pounds,5.899999994,,9-Sep-14,9-Feb-18,N,8-Feb-18,1280,,1,1,B00TPZBLD6,kitchen,Kitchen,,,base_product,Base Product,Multi,,,17-Feb-15,USD,,,,,6.17E+11,,,,,55.72,,201,gl_home,Y,N,N,N,Y,,,N,,Y,N,N,,Y,,,1,,,,,,,,,,,,Disney Princess 7 pc Figurine Ornament Set,,,,en_US,,,,,,,,,,,,,,,,HOME,953,,,,,,,,,,,,,,,,,6.17E+11,,,,,,,inches,4.399999996,8.699999991,1.149999999,pounds,6.499999993,,18-Feb-15,6-Oct-17,N,6-Oct-17,104,
17302,0,1,1,B00PJ36ZXE,consumer_electronics,Electronics,,,base_product,Base Product,,,,12-Nov-14,USD,,,,,6.50E+11,,,,,62.89,,107,gl_wireless,Y,N,N,Y,Y,,,N,,Y,N,N,,Y,,,1,,,,,,,,,,2.3,7.7,Jawbone Mini Jambox Wireless Speaker - Red Dot (Certified Refurbished),1,0.75,4.3,en_US,Jawbone,,,,,,J2013-11-US,,,,,,,,,WIRELESS_ACCESSORY,3609,,,,,,,,,Jawbone,,,,,,,,6.50E+11,COLOR_NAME,8,,,,,inches,2.299999998,7.699999992,0.75,pounds,4.299999996,,13-Nov-14,4-Oct-17,N,3-Oct-17,400,,1,1,B00HHAS77Y,consumer_electronics,Electronics,,,base_product,Base Product,,,,30-Apr-15,USD,,,,,8.94E+11,,,,,,,422,gl_mobile_electronics,Y,N,N,N,Y,,,N,,Y,N,N,,Y,,,1,,,20.5,centimeters,,,,,,0.39,8.07,soundmatters foxL Duet - Enceinte foxL V2.2 apt-X + Caisson de basses foxLO,1,3.395118835,7.01,en_US,Soundmatters International,,,,,,FXLDUET-I,,,,,,,,,PORTABLE_AUDIO,6528,,,,,,,,,Soundmatters International,,,,,,,,8.94E+11,,,,,,,inches,0.39,8.07,3.4,pounds,7.01,,1-May-15,25-Jun-16,N,24-Jun-16,20,
